TALLER_ENTRY_ID,TALLER_TITLE,TALLER_URL,MEMBER_ID,MEMBER_SCREEN_NAME,MEMBER_EMAIL,MEMBER_URL,FORMULARIO_ENTRY_ID,FORMULARIO_URL,FORMULARIO_STATUS,FORMULARIO_ENTRY_DATE,PREGUNTAS - RESPUESTAS
ENTRY-12449,Taller de Educación Financiera,http://deficitcero.cl/talleres/2,MEM-136586,Vicente Cisterna,vicente.cisterna.demo36586@yahoo.com,http://comunidad.deficitcero.cl/u/27238,FORM-12449,http://forms.deficitcero.cl/f/580,completado,2024-08-08,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12450,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/2,MEM-141004,Antonia Valdivia,antonia.valdivia.demo41004@yahoo.com,http://comunidad.deficitcero.cl/u/55862,FORM-12450,http://forms.deficitcero.cl/f/455,completado,2024-03-03,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12451,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/1,MEM-107373,Nancy Fernández,nancy.fernandez.demo7373@gmail.com,http://comunidad.deficitcero.cl/u/99465,FORM-12451,http://forms.deficitcero.cl/f/939,completado,2024-08-13,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12452,Jornada Comités de Vivienda - Región Metropolitana,http://deficitcero.cl/talleres/4,MEM-133727,Pablo Soto,pablo.soto.demo33727@yahoo.com,http://comunidad.deficitcero.cl/u/55281,FORM-12452,http://forms.deficitcero.cl/f/460,completado,2026-01-09,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12453,Charla: Déficit Habitacional en Chile,http://deficitcero.cl/talleres/2,MEM-115476,Emilio Cortez,emilio.cortez.demo15476@hotmail.com,http://comunidad.deficitcero.cl/u/3878,FORM-12453,http://forms.deficitcero.cl/f/988,completado,2024-08-18,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12454,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/1,MEM-139949,Héctor Pizarro,hector.pizarro.demo39949@hotmail.com,http://comunidad.deficitcero.cl/u/12444,FORM-12454,http://forms.deficitcero.cl/f/707,completado,2024-08-31,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12455,Jornada Comités de Vivienda - Región Metropolitana,http://deficitcero.cl/talleres/4,MEM-124251,Diego Hidalgo,diego.hidalgo.demo24251@yahoo.com,http://comunidad.deficitcero.cl/u/18192,FORM-12455,http://forms.deficitcero.cl/f/998,completado,2025-10-08,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12456,Charla: Déficit Habitacional en Chile,http://deficitcero.cl/talleres/1,MEM-136587,Mariano Candia,mariano.candia.demo36587@gmail.com,http://comunidad.deficitcero.cl/u/39551,FORM-12456,http://forms.deficitcero.cl/f/702,completado,2025-05-26,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12457,Charla: Déficit Habitacional en Chile,http://deficitcero.cl/talleres/6,MEM-140371,Constanza Riquelme,constanza.riquelme.demo40371@yahoo.com,http://comunidad.deficitcero.cl/u/88270,FORM-12457,http://forms.deficitcero.cl/f/618,completado,2024-02-01,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12458,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/1,MEM-141372,Paola Rebolledo,paola.rebolledo.demo41372@outlook.com,http://comunidad.deficitcero.cl/u/15407,FORM-12458,http://forms.deficitcero.cl/f/667,completado,2025-01-24,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12459,Charla: Déficit Habitacional en Chile,http://deficitcero.cl/talleres/4,MEM-150103,Carlos Muñoz,carlos.munoz.demo50103@yahoo.com,http://comunidad.deficitcero.cl/u/4616,FORM-12459,http://forms.deficitcero.cl/f/708,completado,2025-11-09,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12460,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/3,MEM-111428,Flora Torres,flora.torres.demo11428@yahoo.com,http://comunidad.deficitcero.cl/u/34552,FORM-12460,http://forms.deficitcero.cl/f/143,completado,2025-10-24,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12461,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/2,MEM-110531,Gabriela Barahona,gabriela.barahona.demo10531@outlook.com,http://comunidad.deficitcero.cl/u/35486,FORM-12461,http://forms.deficitcero.cl/f/677,completado,2025-04-26,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12462,Asamblea Informativa DS49,http://deficitcero.cl/talleres/7,MEM-127922,José Pacheco,jose.pacheco.demo27922@gmail.com,http://comunidad.deficitcero.cl/u/96617,FORM-12462,http://forms.deficitcero.cl/f/967,completado,2024-02-25,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12463,Asamblea Informativa DS49,http://deficitcero.cl/talleres/6,MEM-136685,Gonzalo Molina,gonzalo.molina.demo36685@gmail.com,http://comunidad.deficitcero.cl/u/31453,FORM-12463,http://forms.deficitcero.cl/f/430,completado,2024-01-12,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12464,Taller Ahorro y Subsidio Habitacional,http://deficitcero.cl/talleres/7,MEM-126973,Juana Carmona,juana.carmona.demo26973@gmail.com,http://comunidad.deficitcero.cl/u/8548,FORM-12464,http://forms.deficitcero.cl/f/552,completado,2026-03-01,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12465,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/8,MEM-136565,Inés Vargas,ines.vargas.demo36565@gmail.com,http://comunidad.deficitcero.cl/u/27922,FORM-12465,http://forms.deficitcero.cl/f/857,completado,2026-02-17,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12466,Taller Subsidio Sectores Medios DS.01,http://deficitcero.cl/talleres/2,MEM-143300,Rafael Torres,rafael.torres.demo43300@hotmail.com,http://comunidad.deficitcero.cl/u/83748,FORM-12466,http://forms.deficitcero.cl/f/541,completado,2024-03-01,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12467,Taller Ahorro y Subsidio Habitacional,http://deficitcero.cl/talleres/8,MEM-104339,Ernestina Cabrera,ernestina.cabrera.demo4339@gmail.com,http://comunidad.deficitcero.cl/u/26295,FORM-12467,http://forms.deficitcero.cl/f/422,completado,2025-07-01,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12468,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/4,MEM-125355,Edith Aguayo,edith.aguayo.demo25355@gmail.com,http://comunidad.deficitcero.cl/u/80062,FORM-12468,http://forms.deficitcero.cl/f/125,completado,2025-07-05,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12469,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/7,MEM-135652,Fernanda Briones,fernanda.briones.demo35652@gmail.com,http://comunidad.deficitcero.cl/u/5881,FORM-12469,http://forms.deficitcero.cl/f/972,completado,2026-02-08,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12470,Taller Ahorro y Subsidio Habitacional,http://deficitcero.cl/talleres/2,MEM-141449,María Hidalgo,maria.hidalgo.demo41449@hotmail.com,http://comunidad.deficitcero.cl/u/42464,FORM-12470,http://forms.deficitcero.cl/f/722,completado,2026-02-11,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12471,Jornada Comités de Vivienda - Región Metropolitana,http://deficitcero.cl/talleres/5,MEM-119792,Alicia Lazo,alicia.lazo.demo19792@outlook.com,http://comunidad.deficitcero.cl/u/7475,FORM-12471,http://forms.deficitcero.cl/f/921,completado,2024-12-11,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12472,Asamblea Informativa DS49,http://deficitcero.cl/talleres/7,MEM-122872,Sara Álvarez,sara.alvarez.demo22872@outlook.com,http://comunidad.deficitcero.cl/u/31834,FORM-12472,http://forms.deficitcero.cl/f/999,pendiente,2025-10-13,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12473,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/5,MEM-132183,Elba Silva,elba.silva.demo32183@gmail.com,http://comunidad.deficitcero.cl/u/75968,FORM-12473,http://forms.deficitcero.cl/f/805,completado,2025-09-12,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12474,Taller Subsidio Sectores Medios DS.01,http://deficitcero.cl/talleres/8,MEM-111047,Hernán Silva,hernan.silva.demo11047@yahoo.com,http://comunidad.deficitcero.cl/u/86479,FORM-12474,http://forms.deficitcero.cl/f/234,pendiente,2025-07-26,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12475,Taller de Educación Financiera,http://deficitcero.cl/talleres/4,MEM-143514,Enrique Orellana,enrique.orellana.demo43514@outlook.com,http://comunidad.deficitcero.cl/u/93135,FORM-12475,http://forms.deficitcero.cl/f/195,completado,2026-04-03,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12476,Asamblea Informativa DS49,http://deficitcero.cl/talleres/6,MEM-122148,Katherine Soto,katherine.soto.demo22148@hotmail.com,http://comunidad.deficitcero.cl/u/14150,FORM-12476,http://forms.deficitcero.cl/f/170,pendiente,2025-06-28,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12477,Taller Subsidio Sectores Medios DS.01,http://deficitcero.cl/talleres/2,MEM-110034,Catalina Alarcón,catalina.alarcon.demo10034@yahoo.com,http://comunidad.deficitcero.cl/u/52599,FORM-12477,http://forms.deficitcero.cl/f/704,completado,2025-11-16,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12478,Charla: Déficit Habitacional en Chile,http://deficitcero.cl/talleres/5,MEM-102305,Miguel Valenzuela,miguel.valenzuela.demo2305@outlook.com,http://comunidad.deficitcero.cl/u/38610,FORM-12478,http://forms.deficitcero.cl/f/469,completado,2025-10-21,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12479,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/6,MEM-145955,Cristóbal Marambio,cristobal.marambio.demo45955@outlook.com,http://comunidad.deficitcero.cl/u/87780,FORM-12479,http://forms.deficitcero.cl/f/656,pendiente,2025-11-24,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12480,Taller de Educación Financiera,http://deficitcero.cl/talleres/2,MEM-111869,María Mancilla,maria.mancilla.demo11869@gmail.com,http://comunidad.deficitcero.cl/u/17955,FORM-12480,http://forms.deficitcero.cl/f/574,pendiente,2025-05-13,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12481,Taller de Educación Financiera,http://deficitcero.cl/talleres/3,MEM-114731,Ana Sandoval,ana.sandoval.demo14731@gmail.com,http://comunidad.deficitcero.cl/u/4845,FORM-12481,http://forms.deficitcero.cl/f/201,completado,2024-04-29,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12482,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/2,MEM-151645,Edgardo Acuña,edgardo.acuna.demo51645@gmail.com,http://comunidad.deficitcero.cl/u/15532,FORM-12482,http://forms.deficitcero.cl/f/255,completado,2025-08-20,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12483,Taller de Educación Financiera,http://deficitcero.cl/talleres/1,MEM-109341,Maribel Acevedo,maribel.acevedo.demo9341@gmail.com,http://comunidad.deficitcero.cl/u/26450,FORM-12483,http://forms.deficitcero.cl/f/145,completado,2024-03-05,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12484,Taller de Educación Financiera,http://deficitcero.cl/talleres/7,MEM-144339,Valentín Jofré,valentin.jofre.demo44339@gmail.com,http://comunidad.deficitcero.cl/u/59511,FORM-12484,http://forms.deficitcero.cl/f/404,completado,2026-02-19,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12485,Charla: Déficit Habitacional en Chile,http://deficitcero.cl/talleres/5,MEM-135977,Yolanda Cares,yolanda.cares.demo35977@hotmail.com,http://comunidad.deficitcero.cl/u/60544,FORM-12485,http://forms.deficitcero.cl/f/680,pendiente,2026-02-06,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12486,Asamblea Informativa DS49,http://deficitcero.cl/talleres/2,MEM-151323,Manuel Molina,manuel.molina.demo51323@hotmail.com,http://comunidad.deficitcero.cl/u/86837,FORM-12486,http://forms.deficitcero.cl/f/735,completado,2025-12-03,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12487,Taller Subsidio Sectores Medios DS.01,http://deficitcero.cl/talleres/1,MEM-124120,Jessica Peña,jessica.pena.demo24120@gmail.com,http://comunidad.deficitcero.cl/u/39551,FORM-12487,http://forms.deficitcero.cl/f/745,completado,2024-05-15,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12488,Asamblea Informativa DS49,http://deficitcero.cl/talleres/4,MEM-142823,Luis Muñoz,luis.munoz.demo42823@gmail.com,http://comunidad.deficitcero.cl/u/75716,FORM-12488,http://forms.deficitcero.cl/f/261,completado,2024-07-25,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12489,Charla: Déficit Habitacional en Chile,http://deficitcero.cl/talleres/7,MEM-120487,Barbara Román,barbara.roman.demo20487@gmail.com,http://comunidad.deficitcero.cl/u/19437,FORM-12489,http://forms.deficitcero.cl/f/330,completado,2024-12-17,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12490,Taller Subsidio Sectores Medios DS.01,http://deficitcero.cl/talleres/7,MEM-128873,Elcira Romero,elcira.romero.demo28873@outlook.com,http://comunidad.deficitcero.cl/u/72720,FORM-12490,http://forms.deficitcero.cl/f/423,completado,2024-09-24,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12491,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/7,MEM-120711,Clara Valenzuela,clara.valenzuela.demo20711@gmail.com,http://comunidad.deficitcero.cl/u/27767,FORM-12491,http://forms.deficitcero.cl/f/642,completado,2024-11-21,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12492,Charla: Déficit Habitacional en Chile,http://deficitcero.cl/talleres/8,MEM-139276,Damaris Aburto,damaris.aburto.demo39276@hotmail.com,http://comunidad.deficitcero.cl/u/91173,FORM-12492,http://forms.deficitcero.cl/f/145,completado,2024-11-04,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12493,Taller de Educación Financiera,http://deficitcero.cl/talleres/3,MEM-141745,Colomba Beltrán,colomba.beltran.demo41745@gmail.com,http://comunidad.deficitcero.cl/u/57668,FORM-12493,http://forms.deficitcero.cl/f/264,completado,2026-04-12,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12494,Jornada Comités de Vivienda - Región Metropolitana,http://deficitcero.cl/talleres/3,MEM-128605,Olga Norambuena,olga.norambuena.demo28605@outlook.com,http://comunidad.deficitcero.cl/u/29278,FORM-12494,http://forms.deficitcero.cl/f/788,completado,2025-02-03,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12495,Jornada Comités de Vivienda - Región Metropolitana,http://deficitcero.cl/talleres/8,MEM-139066,Fernando Cabello,fernando.cabello.demo39066@yahoo.com,http://comunidad.deficitcero.cl/u/20944,FORM-12495,http://forms.deficitcero.cl/f/229,completado,2025-05-11,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12496,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/7,MEM-107297,Elisa Hernández,elisa.hernandez.demo7297@gmail.com,http://comunidad.deficitcero.cl/u/82207,FORM-12496,http://forms.deficitcero.cl/f/897,completado,2025-04-19,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12497,Taller Subsidio Sectores Medios DS.01,http://deficitcero.cl/talleres/7,MEM-146009,Alberto Pinto,alberto.pinto.demo46009@gmail.com,http://comunidad.deficitcero.cl/u/95411,FORM-12497,http://forms.deficitcero.cl/f/423,pendiente,2024-08-28,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12498,Jornada Comités de Vivienda - Región Metropolitana,http://deficitcero.cl/talleres/5,MEM-118565,Jorge Pastén,jorge.pasten.demo18565@yahoo.com,http://comunidad.deficitcero.cl/u/45437,FORM-12498,http://forms.deficitcero.cl/f/112,completado,2025-04-06,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12499,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/2,MEM-139798,Soledad Riquelme,soledad.riquelme.demo39798@gmail.com,http://comunidad.deficitcero.cl/u/20945,FORM-12499,http://forms.deficitcero.cl/f/919,completado,2025-10-29,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12500,Taller Ahorro y Subsidio Habitacional,http://deficitcero.cl/talleres/1,MEM-105833,Antonio Ramos,antonio.ramos.demo5833@outlook.com,http://comunidad.deficitcero.cl/u/59891,FORM-12500,http://forms.deficitcero.cl/f/245,completado,2024-12-03,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12501,Taller de Educación Financiera,http://deficitcero.cl/talleres/7,MEM-138414,Scarlet Aguirre,scarlet.aguirre.demo38414@gmail.com,http://comunidad.deficitcero.cl/u/72762,FORM-12501,http://forms.deficitcero.cl/f/572,completado,2025-10-19,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12502,Asamblea Informativa DS49,http://deficitcero.cl/talleres/7,MEM-148640,Juan Lara,juan.lara.demo48640@yahoo.com,http://comunidad.deficitcero.cl/u/38441,FORM-12502,http://forms.deficitcero.cl/f/810,completado,2024-05-06,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12503,Asamblea Informativa DS49,http://deficitcero.cl/talleres/5,MEM-109812,Yessica Arias,yessica.arias.demo9812@gmail.com,http://comunidad.deficitcero.cl/u/13973,FORM-12503,http://forms.deficitcero.cl/f/232,pendiente,2024-11-27,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12504,Jornada Comités de Vivienda - Región Metropolitana,http://deficitcero.cl/talleres/1,MEM-128013,Jorge Armijo,jorge.armijo.demo28013@outlook.com,http://comunidad.deficitcero.cl/u/44487,FORM-12504,http://forms.deficitcero.cl/f/510,completado,2025-02-23,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12505,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/1,MEM-134590,Yanet Medina,yanet.medina.demo34590@gmail.com,http://comunidad.deficitcero.cl/u/65906,FORM-12505,http://forms.deficitcero.cl/f/813,completado,2024-05-17,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12506,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/1,MEM-135236,Alexandra Aravena,alexandra.aravena.demo35236@hotmail.com,http://comunidad.deficitcero.cl/u/27442,FORM-12506,http://forms.deficitcero.cl/f/702,completado,2024-08-16,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12507,Jornada Comités de Vivienda - Región Metropolitana,http://deficitcero.cl/talleres/7,MEM-112057,Teresa Mendoza,teresa.mendoza.demo12057@outlook.com,http://comunidad.deficitcero.cl/u/79678,FORM-12507,http://forms.deficitcero.cl/f/545,completado,2024-11-03,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12508,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/6,MEM-124543,Juan Muñoz,juan.munoz.demo24543@outlook.com,http://comunidad.deficitcero.cl/u/58511,FORM-12508,http://forms.deficitcero.cl/f/839,pendiente,2025-10-01,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12509,Jornada Comités de Vivienda - Región Metropolitana,http://deficitcero.cl/talleres/2,MEM-140259,Alexander Moreno,alexander.moreno.demo40259@gmail.com,http://comunidad.deficitcero.cl/u/84421,FORM-12509,http://forms.deficitcero.cl/f/157,pendiente,2024-09-17,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12510,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/2,MEM-100015,Maximiliano Sanhueza,maximiliano.sanhueza.demo15@yahoo.com,http://comunidad.deficitcero.cl/u/63602,FORM-12510,http://forms.deficitcero.cl/f/666,completado,2025-06-06,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12511,Taller Subsidio Sectores Medios DS.01,http://deficitcero.cl/talleres/7,MEM-114802,Tomás Vilches,tomas.vilches.demo14802@gmail.com,http://comunidad.deficitcero.cl/u/20354,FORM-12511,http://forms.deficitcero.cl/f/732,completado,2024-09-20,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12512,Taller de Educación Financiera,http://deficitcero.cl/talleres/4,MEM-141561,Fernanda Cárdenas,fernanda.cardenas.demo41561@gmail.com,http://comunidad.deficitcero.cl/u/53572,FORM-12512,http://forms.deficitcero.cl/f/154,pendiente,2025-04-16,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12513,Asamblea Informativa DS49,http://deficitcero.cl/talleres/8,MEM-145878,Genaro Zúñiga,genaro.zuniga.demo45878@outlook.com,http://comunidad.deficitcero.cl/u/22109,FORM-12513,http://forms.deficitcero.cl/f/499,pendiente,2024-12-06,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12514,Taller Ahorro y Subsidio Habitacional,http://deficitcero.cl/talleres/4,MEM-149977,Matías Díaz,matias.diaz.demo49977@hotmail.com,http://comunidad.deficitcero.cl/u/42346,FORM-12514,http://forms.deficitcero.cl/f/399,completado,2024-10-22,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12515,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/6,MEM-138766,Mariano Guerra,mariano.guerra.demo38766@hotmail.com,http://comunidad.deficitcero.cl/u/95980,FORM-12515,http://forms.deficitcero.cl/f/339,completado,2024-04-03,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12516,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/6,MEM-139252,Zulema Quezada,zulema.quezada.demo39252@gmail.com,http://comunidad.deficitcero.cl/u/46630,FORM-12516,http://forms.deficitcero.cl/f/263,completado,2026-03-12,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12517,Charla: Déficit Habitacional en Chile,http://deficitcero.cl/talleres/8,MEM-124598,Mirta Sánchez,mirta.sanchez.demo24598@hotmail.com,http://comunidad.deficitcero.cl/u/89547,FORM-12517,http://forms.deficitcero.cl/f/933,completado,2025-04-28,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12518,Taller Subsidio Sectores Medios DS.01,http://deficitcero.cl/talleres/7,MEM-110348,Alice Silva,alice.silva.demo10348@yahoo.com,http://comunidad.deficitcero.cl/u/60856,FORM-12518,http://forms.deficitcero.cl/f/264,completado,2026-05-03,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12519,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/1,MEM-117874,Diego Marín,diego.marin.demo17874@gmail.com,http://comunidad.deficitcero.cl/u/88320,FORM-12519,http://forms.deficitcero.cl/f/590,completado,2026-05-11,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12520,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/6,MEM-134664,Christopher Cisterna,christopher.cisterna.demo34664@gmail.com,http://comunidad.deficitcero.cl/u/83628,FORM-12520,http://forms.deficitcero.cl/f/952,pendiente,2025-01-23,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12521,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/1,MEM-112027,Raquel Carmona,raquel.carmona.demo12027@gmail.com,http://comunidad.deficitcero.cl/u/99728,FORM-12521,http://forms.deficitcero.cl/f/438,completado,2025-12-10,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12522,Asamblea Informativa DS49,http://deficitcero.cl/talleres/3,MEM-123378,María Riquelme,maria.riquelme.demo23378@outlook.com,http://comunidad.deficitcero.cl/u/69785,FORM-12522,http://forms.deficitcero.cl/f/338,pendiente,2026-05-01,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12523,Webinar: Cómo Postular al Subsidio Habitacional,http://deficitcero.cl/talleres/2,MEM-109998,Ignacio Villanueva,ignacio.villanueva.demo9998@gmail.com,http://comunidad.deficitcero.cl/u/83083,FORM-12523,http://forms.deficitcero.cl/f/905,completado,2026-04-14,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12524,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/5,MEM-145124,Jennifer Jara,jennifer.jara.demo45124@hotmail.com,http://comunidad.deficitcero.cl/u/15944,FORM-12524,http://forms.deficitcero.cl/f/505,completado,2024-08-29,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
ENTRY-12525,Asamblea Informativa DS49,http://deficitcero.cl/talleres/6,MEM-111654,Lucas Muñoz,lucas.munoz.demo11654@hotmail.com,http://comunidad.deficitcero.cl/u/78678,FORM-12525,http://forms.deficitcero.cl/f/941,completado,2025-10-07,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""No""}"
ENTRY-12526,Taller de Postulación DS19 - Mayo 2026,http://deficitcero.cl/talleres/5,MEM-112431,Fernanda Lira,fernanda.lira.demo12431@gmail.com,http://comunidad.deficitcero.cl/u/87824,FORM-12526,http://forms.deficitcero.cl/f/322,completado,2026-03-29,"{""pregunta_1"": ""respuesta"", ""asistira_presencial"": ""S\u00ed""}"
