MEMBER_ID,ROL,NOMBRE,APELLIDO,EMAIL,FECHA_NACIMIENTO,WHATSAPP,REGION,COMUNA,REGISTRO_COMPLETO,ACEPTA_TERMINOS,FECHA_CREACION,GENERO,CUANTAS_PERSONAS_VIVES,PERTENECES_COMITE_VIVIENDA,SITUACION_HABITACIONAL,ESTADO,CAMPOS_COMPLETOS,FECHA,PASO 2 COMPLETO,PROVEEDOR REGISTRO
RCV-151999,usuario,Christopher,Navarrete,christopher.navarrete.demo6397@gmail.com,1969-11-06,+56943083654,Araucanía,Padre Las Casas,Sí,No,2023-09-08 18:51:23,Masculino,5,No,arriendo,activo,Sí,,Sí,web
RCV-151999,usuario,Leandro,Carvajal,leandro.carvajal.demo6398@hotmail.com,1996-11-18,+56948874433,Araucanía,Villarrica,Sí,Sí,2025-03-10 23:10:08,Femenino,1,No,allegado,activo,No,,Sí,app_movil
RCV-151999,usuario,Gloria,Bascuñán,gloria.bascunan.demo6399@hotmail.com,1960-09-16,+56998664625,Valparaíso,Quilpué,Sí,Sí,2024-04-29 20:10:03,Masculino,2,Sí,,activo,Sí,,No,web
RCV-151999,usuario,Javier,Escalona,javier.escalona.demo6400@gmail.com,1974-12-06,+56942172877,O'Higgins,San Vicente,Sí,Sí,2023-05-21 09:19:44,Femenino,3,Sí,arriendo,activo,Sí,2023-05-21,No,formulario_fisico
RCV-151999,usuario,Danilo,Muñoz,danilo.munoz.demo6401@yahoo.com,1994-10-01,+56972255263,Biobío,Coronel,No,Sí,2025-03-09 08:46:28,Femenino,3,No,,activo,Sí,2025-03-09,No,web
RCV-151999,usuario,Richard,Villarroel,richard.villarroel.demo6402@yahoo.com,1965-11-27,+56981625691,Antofagasta,Antofagasta,No,Sí,2025-09-20 02:12:44,Otro,6,Sí,allegado,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Rudecindo,Núñez,rudecindo.nunez.demo6403@yahoo.com,1985-03-05,+56944931695,Biobío,Chiguayante,Sí,Sí,2025-12-05 12:32:00,Femenino,4,No,vivienda_cedida,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Jaime,Hernández,jaime.hernandez.demo6404@outlook.com,1967-08-02,+56917662246,Maule,Curicó,Sí,No,2023-03-03 18:29:50,Femenino,6,Sí,,activo,Sí,,No,web
RCV-151999,usuario,Francisca,Bravo,francisca.bravo.demo6405@gmail.com,1977-05-07,+56930927762,Araucanía,Temuco,Sí,Sí,2025-07-21 15:35:37,Femenino,2,No,arriendo,activo,Sí,2025-07-21,No,formulario_fisico
RCV-151999,usuario,Pascale,Paredes,pascale.paredes.demo6406@outlook.com,1993-08-12,+56941923364,Metropolitana de Santiago,San Bernardo,Sí,Sí,2024-04-07 22:54:02,Femenino,2,Sí,,activo,Sí,2024-04-07,Sí,app_movil
RCV-151999,usuario,Lorenza,Barraza,lorenza.barraza.demo6407@yahoo.com,1994-11-17,+56982953623,Tarapacá,Alto Hospicio,Sí,Sí,2024-05-22 04:22:11,Femenino,3,No,allegado,activo,Sí,2024-05-22,Sí,formulario_fisico
RCV-151999,usuario,Javier,Abarca,javier.abarca.demo6408@yahoo.com,1971-10-14,+56982829521,Maule,Constitución,No,Sí,2023-02-18 22:18:25,Femenino,5,Sí,allegado,activo,Sí,2023-02-18,No,formulario_fisico
RCV-151999,usuario,Andrea,Ruiz,andrea.ruiz.demo6409@gmail.com,1998-01-30,+56967051531,O'Higgins,San Fernando,Sí,Sí,2025-03-06 01:04:49,Femenino,2,No,,inactivo,Sí,,No,formulario_fisico
RCV-151999,usuario,Juan,Durán,juan.duran.demo6410@hotmail.com,1966-10-30,+56935951507,O'Higgins,Rengo,Sí,Sí,2023-05-05 12:50:12,,4,No,,activo,Sí,,Sí,web
RCV-151999,usuario,Mauricio,Torres,mauricio.torres.demo6411@outlook.com,1989-04-12,+56989463288,Metropolitana de Santiago,Puente Alto,Sí,Sí,2024-08-21 11:45:11,Femenino,2,No,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Claudia,Gallardo,claudia.gallardo.demo6412@hotmail.com,1971-03-09,+56977013040,O'Higgins,San Fernando,Sí,Sí,2026-01-12 18:22:35,Femenino,4,No,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Olga,Vásquez,olga.vasquez.demo6413@yahoo.com,1998-05-05,+56985289124,Metropolitana de Santiago,Santiago,No,Sí,2024-10-13 10:55:07,Femenino,5,No,allegado,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Marta,Álvarez,marta.alvarez.demo6414@hotmail.com,1990-06-21,+56943798853,Atacama,Vallenar,Sí,Sí,2023-02-15 16:37:19,Femenino,2,No,arriendo,activo,Sí,2023-02-15,Sí,formulario_fisico
RCV-151999,usuario,Tiare,Gómez,tiare.gomez.demo6415@gmail.com,1982-11-14,+56961734205,Metropolitana de Santiago,Maipú,Sí,Sí,2024-01-24 18:44:02,Masculino,6,No,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Sonia,Escobar,sonia.escobar.demo6416@hotmail.com,1963-02-25,+56944861766,Valparaíso,Valparaíso,Sí,Sí,2023-08-06 11:00:50,Femenino,7,No,,activo,Sí,2023-08-06,Sí,web
RCV-151999,usuario,Sebastián,Lara,sebastian.lara.demo6417@gmail.com,1965-11-06,+56975774024,Metropolitana de Santiago,Santiago,Sí,Sí,2024-04-27 05:02:20,Femenino,1,No,arriendo,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Luis,Molina,luis.molina.demo6418@hotmail.com,1980-09-06,+56939734818,Metropolitana de Santiago,Providencia,No,Sí,2023-05-19 20:12:13,Masculino,5,No,,activo,Sí,2023-05-19,Sí,app_movil
RCV-151999,usuario,Maite,Cofré,maite.cofre.demo6419@outlook.com,1962-10-30,+56925261413,Los Lagos,Osorno,Sí,Sí,2024-05-30 19:36:22,Femenino,7,No,arriendo,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Benjamín,Meneses,benjamin.meneses.demo6420@yahoo.com,1977-09-09,+56942863401,Aysén,Coyhaique,Sí,Sí,2023-05-24 01:24:41,Femenino,8,Sí,,activo,Sí,,No,app_movil
RCV-151999,usuario,José,Pérez,jose.perez.demo6421@hotmail.com,1999-12-17,+56916110035,Biobío,Coronel,Sí,Sí,2026-05-07 03:04:15,Femenino,2,No,allegado,inactivo,No,,Sí,web
RCV-151999,usuario,Makarena,San Martín,makarena.san martin.demo6422@hotmail.com,1971-12-28,+56981337778,Antofagasta,Mejillones,Sí,Sí,2023-12-06 02:57:33,Femenino,8,No,allegado,activo,Sí,2023-12-06,No,web
RCV-151999,usuario,Elizabeth,Acuña,elizabeth.acuna.demo6423@hotmail.com,1972-06-05,+56976213938,Maule,Talca,Sí,Sí,2025-09-30 11:18:35,Femenino,2,Sí,arriendo,activo,Sí,2025-09-30,Sí,formulario_fisico
RCV-151999,admin,Franchesca,Mancilla,franchesca.mancilla.demo6424@yahoo.com,1980-03-18,+56958919367,Valparaíso,Viña del Mar,Sí,Sí,2025-10-05 23:40:38,Femenino,6,No,arriendo,activo,Sí,2025-10-05,Sí,formulario_fisico
RCV-151999,usuario,María,Sepúlveda,maria.sepulveda.demo6425@gmail.com,1973-11-09,+56982559959,Biobío,Chiguayante,Sí,Sí,2023-08-17 22:10:32,Femenino,8,No,arriendo,activo,Sí,2023-08-17,Sí,web
RCV-151999,usuario,Arturo,Hidalgo,arturo.hidalgo.demo6426@yahoo.com,1977-10-17,+56999659492,Coquimbo,La Serena,Sí,Sí,2026-02-19 18:33:32,Masculino,3,No,,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Angelo,Castro,angelo.castro.demo6427@gmail.com,1981-10-11,+56915018097,Los Lagos,Puerto Montt,Sí,Sí,2026-03-06 03:53:50,Femenino,6,No,arriendo,activo,Sí,,No,app_movil
RCV-151999,usuario,Olga,Cerda,olga.cerda.demo6428@outlook.com,1971-08-02,+56924152993,Valparaíso,Valparaíso,Sí,Sí,2023-09-01 08:07:10,,2,No,,activo,Sí,2023-09-01,No,app_movil
RCV-151999,usuario,Marco,Arancibia,marco.arancibia.demo6429@outlook.com,1988-05-12,+56919396225,Metropolitana de Santiago,La Florida,Sí,Sí,2026-05-20 18:57:21,Femenino,8,No,arriendo,activo,Sí,,Sí,web
RCV-151999,usuario,Carlos,Henríquez,carlos.henriquez.demo6430@hotmail.com,1970-10-25,+56995664185,Valparaíso,Concón,Sí,Sí,2023-04-11 10:02:02,Femenino,8,Sí,vivienda_propia,activo,Sí,2023-04-11,No,app_movil
RCV-151999,usuario,Georgina,Carrasco,georgina.carrasco.demo6431@yahoo.com,1988-05-23,+56940867749,Araucanía,Temuco,Sí,Sí,2026-03-25 23:20:14,Femenino,5,Sí,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,admin,Rocío,Ruiz,rocio.ruiz.demo6432@hotmail.com,1967-10-06,+56952004245,Arica y Parinacota,Arica,Sí,Sí,2023-08-01 01:38:25,Femenino,1,No,arriendo,activo,No,,Sí,formulario_fisico
RCV-151999,usuario,Luis,Ojeda,luis.ojeda.demo6433@outlook.com,1982-10-11,+56976737302,Valparaíso,Viña del Mar,Sí,Sí,2023-12-13 17:55:57,Femenino,5,No,allegado,activo,No,2023-12-13,Sí,app_movil
RCV-151999,usuario,Ramón,Araya,ramon.araya.demo6434@gmail.com,1977-07-13,+56974132624,Valparaíso,Concón,No,Sí,2024-12-12 04:54:20,Femenino,2,Sí,,activo,Sí,2024-12-12,No,app_movil
RCV-151999,usuario,Juan,Parra,juan.parra.demo6435@hotmail.com,1992-08-12,+56957456212,Valparaíso,Quilpué,Sí,Sí,2025-05-30 12:59:52,Masculino,5,Sí,,activo,Sí,,Sí,app_movil
RCV-151999,usuario,María,Ortiz,maria.ortiz.demo6436@outlook.com,1992-07-13,+56919934768,Araucanía,Temuco,Sí,Sí,2025-04-23 12:56:06,Femenino,3,No,allegado,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Francisco,Díaz,francisco.diaz.demo6437@yahoo.com,1963-06-21,+56917384728,Metropolitana de Santiago,Santiago,Sí,Sí,2024-02-18 21:29:58,Masculino,3,Sí,arriendo,inactivo,No,,No,web
RCV-151999,usuario,Matilde,Cabezas,matilde.cabezas.demo6438@hotmail.com,1962-07-03,+56975774004,O'Higgins,San Fernando,Sí,Sí,2024-10-28 21:02:29,Femenino,2,No,allegado,activo,Sí,,No,web
RCV-151999,usuario,Marcos,León,marcos.leon.demo6439@outlook.com,1987-07-01,+56929763456,Valparaíso,Quilpué,Sí,Sí,2023-10-18 05:41:33,Femenino,2,No,arriendo,activo,Sí,,No,web
RCV-151999,usuario,Tamara,Guerrero,tamara.guerrero.demo6440@outlook.com,1985-07-31,+56963683031,Maule,Curicó,Sí,Sí,2024-07-17 01:49:11,Femenino,5,No,allegado,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Ana,Díaz,ana.diaz.demo6441@hotmail.com,1996-11-30,+56943578273,Maule,Molina,Sí,No,2025-07-03 02:10:44,Masculino,3,No,,activo,Sí,,Sí,web
RCV-151999,usuario,Karla,Vera,karla.vera.demo6442@outlook.com,1984-06-23,+56930429740,Biobío,Los Ángeles,Sí,Sí,2026-03-08 21:37:27,Femenino,2,No,allegado,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Ninoska,López,ninoska.lopez.demo6443@hotmail.com,1997-05-16,+56966551910,Antofagasta,Calama,Sí,Sí,2025-02-01 22:25:12,Femenino,8,No,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Pamela,Cáceres,pamela.caceres.demo6444@gmail.com,1960-02-21,+56918935672,Metropolitana de Santiago,Puente Alto,Sí,Sí,2025-09-29 01:32:03,Femenino,5,Sí,vivienda_cedida,activo,Sí,2025-09-29,Sí,app_movil
RCV-151999,usuario,Carolina,Gajardo,carolina.gajardo.demo6445@outlook.com,1976-01-24,+56992341250,O'Higgins,Machalí,Sí,Sí,2025-01-07 17:35:14,Femenino,7,No,arriendo,inactivo,Sí,2025-01-07,No,app_movil
RCV-151999,usuario,Macarena,Gutiérrez,macarena.gutierrez.demo6446@yahoo.com,1988-02-03,+56970324340,Metropolitana de Santiago,Maipú,Sí,Sí,2025-05-31 08:17:03,Femenino,5,No,vivienda_cedida,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Kevin,Pizarro,kevin.pizarro.demo6447@hotmail.com,1983-08-30,+56937835511,Araucanía,Temuco,Sí,Sí,2023-04-22 12:31:12,Femenino,8,Sí,allegado,activo,Sí,,No,app_movil
RCV-151999,usuario,Pamela,Medina,pamela.medina.demo6448@gmail.com,1964-05-24,+56972599716,Metropolitana de Santiago,Maipú,Sí,Sí,2023-02-25 14:17:09,,1,Sí,,activo,Sí,2023-02-25,Sí,web
RCV-151999,usuario,Mónica,Ruiz,monica.ruiz.demo6449@yahoo.com,1991-12-22,+56963944770,Maule,Talca,Sí,Sí,2026-05-02 01:32:24,Femenino,3,No,arriendo,activo,No,,Sí,web
RCV-151999,usuario,Aldo,Quiroz,aldo.quiroz.demo6450@gmail.com,1977-10-28,+56981237937,Valparaíso,San Antonio,Sí,Sí,2025-11-30 01:18:20,Masculino,4,Sí,vivienda_cedida,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Osvaldo,Abarca,osvaldo.abarca.demo6451@yahoo.com,1965-12-24,+56979599053,Valparaíso,Valparaíso,Sí,Sí,2024-10-01 03:31:37,Femenino,4,No,arriendo,inactivo,No,,Sí,app_movil
RCV-151999,usuario,Sebastián,Vivanco,sebastian.vivanco.demo6452@outlook.com,1977-05-27,+56984763934,Metropolitana de Santiago,Puente Alto,Sí,Sí,2023-06-02 11:32:35,Masculino,4,No,allegado,activo,Sí,,No,app_movil
RCV-151999,usuario,Alejandro,Escobar,alejandro.escobar.demo6453@yahoo.com,1973-11-22,+56948041671,Los Lagos,Osorno,Sí,Sí,2023-03-17 00:58:18,Masculino,6,Sí,vivienda_cedida,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Cristian,Muñoz,cristian.munoz.demo6454@hotmail.com,1988-04-20,+56938489459,Metropolitana de Santiago,San Bernardo,Sí,Sí,2026-02-06 02:58:43,Femenino,8,Sí,allegado,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Dante,Martínez,dante.martinez.demo6455@hotmail.com,1966-08-18,+56998979715,Metropolitana de Santiago,San Bernardo,Sí,Sí,2025-01-17 15:38:39,Masculino,7,No,allegado,activo,Sí,2025-01-17,Sí,web
RCV-151999,admin,Paulina,Oliva,paulina.oliva.demo6456@outlook.com,1997-01-27,+56918203745,Maule,Constitución,Sí,Sí,2026-04-15 16:31:54,Femenino,8,No,situacion_de_calle,activo,Sí,,No,app_movil
RCV-151999,admin,Juan,Ávila,juan.avila.demo6457@yahoo.com,1986-12-19,+56979311777,Metropolitana de Santiago,Providencia,No,Sí,2025-07-05 20:25:28,Femenino,1,Sí,allegado,activo,Sí,,No,app_movil
RCV-151999,admin,Álvaro,Guerra,alvaro.guerra.demo6458@hotmail.com,1983-12-22,+56956341001,Valparaíso,Quilpué,Sí,Sí,2025-08-12 18:03:53,Femenino,5,Sí,arriendo,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Benjamín,Ortiz,benjamin.ortiz.demo6459@yahoo.com,1972-03-20,+56949117332,Valparaíso,Villa Alemana,Sí,Sí,2023-03-19 20:14:09,Femenino,3,Sí,arriendo,activo,No,,No,app_movil
RCV-151999,usuario,Martin,Andrade,martin.andrade.demo6460@yahoo.com,1982-03-31,+56929545336,Magallanes,Natales,Sí,Sí,2025-09-04 11:34:22,Femenino,8,No,arriendo,activo,Sí,2025-09-04,Sí,web
RCV-151999,usuario,Gabriel,Collao,gabriel.collao.demo6461@outlook.com,1985-11-09,+56985456721,Araucanía,Temuco,Sí,Sí,2025-10-20 05:27:26,Femenino,7,No,arriendo,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Juan,Aguilar,juan.aguilar.demo6462@outlook.com,1986-01-31,+56915510214,Valparaíso,Viña del Mar,Sí,Sí,2023-10-14 01:20:52,Femenino,5,No,arriendo,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Luis,Olave,luis.olave.demo6463@gmail.com,1981-11-04,+56999251786,Metropolitana de Santiago,Santiago,No,Sí,2023-04-20 17:14:25,Otro,6,No,arriendo,activo,Sí,2023-04-20,Sí,web
RCV-151999,admin,Carlos,Montecino,carlos.montecino.demo6464@outlook.com,1985-10-07,+56911956310,Metropolitana de Santiago,Las Condes,Sí,Sí,2025-02-07 08:07:37,Femenino,8,No,,activo,No,,Sí,app_movil
RCV-151999,usuario,José,Morales,jose.morales.demo6465@yahoo.com,1986-11-18,+56976143437,Metropolitana de Santiago,La Florida,Sí,Sí,2025-11-13 22:26:01,Femenino,3,No,arriendo,activo,Sí,2025-11-13,Sí,web
RCV-151999,usuario,Cynthia,Soto,cynthia.soto.demo6466@yahoo.com,1974-02-08,+56999287438,Valparaíso,Concón,Sí,Sí,2024-10-17 15:17:52,Femenino,7,No,vivienda_cedida,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Luis,Fernández,luis.fernandez.demo6467@gmail.com,1996-04-02,+56975866751,Antofagasta,Antofagasta,Sí,Sí,2023-02-13 02:16:04,Masculino,8,Sí,vivienda_propia,activo,No,,No,app_movil
RCV-151999,usuario,Erika,Chávez,erika.chavez.demo6468@gmail.com,1981-04-28,+56997682204,Maule,Molina,Sí,Sí,2023-10-17 23:01:47,Femenino,8,Sí,arriendo,activo,Sí,2023-10-17,No,app_movil
RCV-151999,usuario,Elena,Andrade,elena.andrade.demo6469@yahoo.com,1992-02-21,+56923742629,Metropolitana de Santiago,San Bernardo,Sí,Sí,2024-02-28 16:27:08,Femenino,1,No,arriendo,activo,No,2024-02-28,No,web
RCV-151999,usuario,Luis,Pérez,luis.perez.demo6470@yahoo.com,1990-05-05,+56961116863,Metropolitana de Santiago,San Bernardo,Sí,Sí,2024-07-27 01:16:24,Femenino,5,No,arriendo,activo,No,,Sí,formulario_fisico
RCV-151999,usuario,Arturo,Muñoz,arturo.munoz.demo6471@hotmail.com,1977-09-12,+56961099944,Coquimbo,Coquimbo,Sí,Sí,2025-09-27 19:38:03,Femenino,2,No,,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Cristian,Rojas,cristian.rojas.demo6472@outlook.com,1995-09-03,+56997859411,Antofagasta,Mejillones,Sí,Sí,2024-01-29 11:10:57,Masculino,2,Sí,,activo,Sí,,No,web
RCV-151999,admin,Alfredo,Castro,alfredo.castro.demo6473@gmail.com,1995-02-01,+56998201581,Los Lagos,Puerto Montt,Sí,Sí,2025-03-13 04:03:58,Femenino,7,Sí,vivienda_propia,activo,Sí,,No,web
RCV-151999,usuario,Ana,San Martín,ana.san martin.demo6474@hotmail.com,1979-01-01,+56921812824,Araucanía,Villarrica,Sí,Sí,2025-03-10 19:26:29,Otro,2,No,,activo,Sí,,No,app_movil
RCV-151999,usuario,Ana,Guzmán,ana.guzman.demo6475@yahoo.com,1972-01-19,+56937246251,Metropolitana de Santiago,Las Condes,Sí,Sí,2023-02-05 03:39:03,Femenino,3,No,,activo,No,,No,formulario_fisico
RCV-151999,usuario,Heriberto,Cruz,heriberto.cruz.demo6476@hotmail.com,1968-07-30,+56978361119,Los Lagos,Valdivia,Sí,Sí,2025-12-10 12:16:11,Femenino,3,Sí,campamento,activo,Sí,,No,web
RCV-151999,usuario,Graciela,Cisternas,graciela.cisternas.demo6477@gmail.com,1964-05-26,+56976322489,Maule,Molina,Sí,Sí,2024-10-16 11:02:06,Masculino,2,Sí,vivienda_propia,activo,Sí,,Sí,web
RCV-151999,usuario,Sylvia,Pizarro,sylvia.pizarro.demo6478@gmail.com,1986-12-01,+56973293418,O'Higgins,Rancagua,Sí,Sí,2023-11-11 23:45:32,Femenino,5,Sí,allegado,activo,No,2023-11-11,Sí,app_movil
RCV-151999,usuario,Octavio,Vivanco,octavio.vivanco.demo6479@gmail.com,1979-12-14,+56972368809,Ñuble,San Carlos,Sí,Sí,2024-09-30 22:26:19,Femenino,7,No,allegado,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Nathaly,Pérez,nathaly.perez.demo6480@hotmail.com,1973-02-17,+56928328045,Biobío,Los Ángeles,Sí,Sí,2024-06-04 06:32:12,Masculino,2,No,allegado,inactivo,Sí,2024-06-04,No,formulario_fisico
RCV-151999,usuario,María,Guajardo,maria.guajardo.demo6481@gmail.com,1999-06-10,+56929568041,Metropolitana de Santiago,San Bernardo,Sí,Sí,2025-10-07 06:22:29,Femenino,4,No,allegado,inactivo,Sí,,No,web
RCV-151999,usuario,María,Rojas,maria.rojas.demo6482@hotmail.com,1964-04-18,+56910719422,Los Lagos,Valdivia,Sí,Sí,2026-01-29 06:42:50,Masculino,1,No,arriendo,activo,Sí,2026-01-29,No,app_movil
RCV-151999,usuario,Luisa,Machuca,luisa.machuca.demo6483@hotmail.com,1993-05-22,+56946348428,Metropolitana de Santiago,Maipú,No,Sí,2023-06-19 12:54:10,Femenino,1,No,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Alfredo,Barraza,alfredo.barraza.demo6484@hotmail.com,1998-09-24,+56937294947,Maule,Curicó,No,Sí,2024-11-17 22:53:55,,8,No,,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Vicente,Ibáñez,vicente.ibanez.demo6485@outlook.com,1958-11-03,+56973028145,Metropolitana de Santiago,La Florida,Sí,Sí,2024-04-01 02:44:05,Masculino,4,No,arriendo,activo,Sí,2024-04-01,Sí,app_movil
RCV-151999,usuario,Mireya,Flores,mireya.flores.demo6486@outlook.com,1970-07-29,+56997911346,Metropolitana de Santiago,Puente Alto,Sí,Sí,2025-10-08 20:10:56,Femenino,1,Sí,allegado,activo,Sí,2025-10-08,Sí,app_movil
RCV-151999,usuario,Florencia,Villegas,florencia.villegas.demo6487@outlook.com,1969-09-29,+56976781395,Metropolitana de Santiago,Puente Alto,No,Sí,2024-03-25 11:46:23,Femenino,6,No,allegado,activo,No,2024-03-25,No,formulario_fisico
RCV-151999,usuario,Pedro,Olivares,pedro.olivares.demo6488@outlook.com,1993-04-04,+56970032661,Valparaíso,Concón,No,Sí,2026-02-05 20:11:26,Femenino,4,Sí,allegado,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Matilde,Lagos,matilde.lagos.demo6489@hotmail.com,1990-06-22,+56973109774,Biobío,Coronel,Sí,Sí,2024-09-20 08:02:18,Femenino,6,No,allegado,activo,Sí,2024-09-20,No,app_movil
RCV-151999,usuario,Edith,Díaz,edith.diaz.demo6490@yahoo.com,1967-01-16,+56970470668,Metropolitana de Santiago,La Florida,Sí,Sí,2023-11-12 11:37:24,Femenino,1,No,,inactivo,Sí,,Sí,web
RCV-151999,usuario,Nicanor,Morales,nicanor.morales.demo6491@gmail.com,1961-05-12,+56926026939,Biobío,Los Ángeles,Sí,Sí,2023-04-23 00:01:34,Masculino,3,Sí,arriendo,activo,Sí,2023-04-23,Sí,formulario_fisico
RCV-151999,usuario,Manuel,Gaete,manuel.gaete.demo6492@outlook.com,1978-08-30,+56985785232,Biobío,Talcahuano,Sí,Sí,2024-11-22 02:45:00,Femenino,7,Sí,arriendo,activo,Sí,2024-11-22,No,app_movil
RCV-151999,usuario,Vania,Salgado,vania.salgado.demo6493@outlook.com,1961-05-22,+56952521021,Antofagasta,Mejillones,Sí,Sí,2025-06-17 03:57:59,Femenino,8,Sí,arriendo,activo,No,,No,formulario_fisico
RCV-151999,usuario,Alfredo,Erices,alfredo.erices.demo6494@outlook.com,1998-01-10,+56931315368,Arica y Parinacota,Arica,Sí,Sí,2024-06-22 14:23:40,Femenino,5,No,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Kevin,Valdivia,kevin.valdivia.demo6495@hotmail.com,1959-11-23,+56923819433,Metropolitana de Santiago,Providencia,No,No,2025-08-12 02:57:48,Femenino,7,Sí,vivienda_propia,activo,Sí,,No,web
RCV-151999,usuario,Antonio,Ibarra,antonio.ibarra.demo6496@hotmail.com,1991-03-06,+56978880797,Metropolitana de Santiago,La Florida,Sí,Sí,2023-12-07 10:55:09,Masculino,7,Sí,allegado,activo,No,2023-12-07,Sí,app_movil
RCV-151999,usuario,Miguel,Guzmán,miguel.guzman.demo6497@hotmail.com,1970-05-21,+56927935275,O'Higgins,San Fernando,Sí,Sí,2025-06-04 20:47:54,Femenino,7,No,allegado,activo,Sí,2025-06-04,No,formulario_fisico
RCV-151999,usuario,Soledad,Gutiérrez,soledad.gutierrez.demo6498@yahoo.com,1978-10-06,+56940612052,Valparaíso,Quilpué,Sí,Sí,2023-01-08 07:41:30,Masculino,4,No,,activo,Sí,,No,web
RCV-151999,usuario,Valentina,Muñoz,valentina.munoz.demo6499@hotmail.com,1992-05-26,+56967453832,Valparaíso,San Antonio,No,Sí,2023-02-12 06:45:12,Femenino,3,No,,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Carolina,Miranda,carolina.miranda.demo6500@yahoo.com,1983-08-02,+56997256491,Metropolitana de Santiago,Puente Alto,Sí,Sí,2024-04-30 07:15:30,Femenino,2,No,campamento,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Álvaro,Soto,alvaro.soto.demo6501@hotmail.com,1967-11-13,+56971796192,Valparaíso,Quilpué,Sí,Sí,2023-12-04 19:10:26,Masculino,6,Sí,vivienda_propia,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Oscar,Villalobos,oscar.villalobos.demo6502@outlook.com,1984-03-27,+56978212931,Aysén,Coyhaique,Sí,Sí,2024-09-27 09:49:22,Femenino,4,No,arriendo,activo,Sí,2024-09-27,No,app_movil
RCV-151999,usuario,Roberto,Pino,roberto.pino.demo6503@hotmail.com,1963-12-23,+56941601130,Valparaíso,Viña del Mar,Sí,Sí,2024-08-10 14:23:14,Femenino,8,Sí,allegado,activo,No,,No,formulario_fisico
RCV-151999,usuario,Karen,Cepeda,karen.cepeda.demo6504@gmail.com,1990-02-04,+56973929096,Metropolitana de Santiago,La Granja,Sí,Sí,2024-09-12 21:45:05,Femenino,3,No,,activo,Sí,2024-09-12,Sí,web
RCV-151999,admin,Nicole,Bravo,nicole.bravo.demo6505@outlook.com,1983-05-06,+56930413646,Biobío,Concepción,No,Sí,2023-05-06 03:26:06,Femenino,3,Sí,vivienda_cedida,activo,No,,No,web
RCV-151999,usuario,Héctor,Solís,hector.solis.demo6506@gmail.com,1996-06-15,+56922825506,O'Higgins,Machalí,Sí,Sí,2024-06-06 04:12:43,Femenino,3,Sí,arriendo,inactivo,Sí,,No,app_movil
RCV-151999,usuario,Magdalena,Pérez,magdalena.perez.demo6507@outlook.com,1962-11-12,+56998571929,Atacama,Copiapó,Sí,Sí,2023-02-27 21:14:21,Femenino,5,Sí,allegado,activo,Sí,2023-02-27,Sí,web
RCV-151999,usuario,Javiera,Pérez,javiera.perez.demo6508@hotmail.com,1995-08-10,+56998157854,Metropolitana de Santiago,Las Condes,Sí,Sí,2023-04-11 12:23:58,Femenino,5,No,arriendo,activo,Sí,2023-04-11,Sí,formulario_fisico
RCV-151999,usuario,Enrique,Olave,enrique.olave.demo6509@yahoo.com,1966-08-10,+56992261315,Antofagasta,Mejillones,No,No,2024-07-05 17:48:41,Masculino,7,No,vivienda_propia,activo,Sí,,No,web
RCV-151999,usuario,Dylan,Sáez,dylan.saez.demo6510@hotmail.com,1994-06-16,+56991505896,Metropolitana de Santiago,La Granja,Sí,Sí,2024-12-27 12:57:00,Femenino,6,No,vivienda_propia,activo,Sí,,Sí,app_movil
