TALLER_ENTRY_ID,TALLER_TITLE,FECHA_TALLER,MEMBER_EMAIL,MEMBER_SCREEN_NAME
T-1034,Taller Ahorro y Subsidio Habitacional,03/01/2024,sebastian.garcia.demo28460@hotmail.com,Sebastián García
T-1051,Taller Subsidio Sectores Medios DS.01,14/08/2023,arturo.armijo.demo44104@yahoo.com,Arturo Armijo
T-1029,Taller de Postulación DS19 - Mayo 2026,17/12/2025,graciela.vega.demo38811@yahoo.com,Graciela Vega
T-1000,Jornada Comités de Vivienda - Región Metropolitana,25/03/2023,luis.mondaca.demo2994@hotmail.com,Luis Mondaca
T-1056,Taller Ahorro y Subsidio Habitacional,04/02/2024,bernardita.ramos.demo5463@hotmail.com,Bernardita Ramos
T-1030,Webinar: Cómo Postular al Subsidio Habitacional,10/05/2023,max.medina.demo29108@gmail.com,Max Medina
T-1043,Jornada Comités de Vivienda - Región Metropolitana,04/10/2025,agustina.nunez.demo38763@hotmail.com,Agustina Núñez
T-1017,Taller Subsidio Sectores Medios DS.01,08/02/2025,oscar.ponce.demo26979@gmail.com,Oscar Ponce
T-1009,Taller Subsidio Sectores Medios DS.01,12/07/2023,sergio.cortez.demo7185@hotmail.com,Sergio Cortez
T-1032,Jornada Comités de Vivienda - Región Metropolitana,01/12/2023,maria.gonzalez.demo2661@hotmail.com,María González
T-1039,Charla: Déficit Habitacional en Chile,21/08/2024,luis.saavedra.demo35352@hotmail.com,Luis Saavedra
T-1049,Charla: Déficit Habitacional en Chile,12/03/2023,cintia.palma.demo42494@hotmail.com,Cintia Palma
T-1024,Charla: Déficit Habitacional en Chile,05/06/2025,juan.munoz.demo613@outlook.com,Juan Muñoz
T-1027,Webinar: Cómo Postular al Subsidio Habitacional,20/08/2024,emilio.aguila.demo19522@hotmail.com,Emilio Águila
T-1014,Taller Ahorro y Subsidio Habitacional,15/01/2025,raquel.alvarez.demo10665@gmail.com,Raquel Álvarez
T-1039,Asamblea Informativa DS49,08/10/2025,danilo.contreras.demo12357@yahoo.com,Danilo Contreras
T-1034,Taller Subsidio Sectores Medios DS.01,04/07/2024,carlos.munoz.demo43382@gmail.com,Carlos Muñoz
T-1025,Taller de Educación Financiera,10/05/2026,maria.gomez.demo45191@outlook.com,María Gómez
T-1048,Webinar: Cómo Postular al Subsidio Habitacional,02/02/2025,juan.castro.demo26378@gmail.com,Juan Castro
T-1047,Taller Subsidio Sectores Medios DS.01,07/04/2024,raul.pincheira.demo25619@outlook.com,Raúl Pincheira
T-1045,Charla: Déficit Habitacional en Chile,13/01/2024,jose.campos.demo26179@yahoo.com,José Campos
T-1030,Taller de Educación Financiera,26/09/2025,hernan.meza.demo753@hotmail.com,Hernán Meza
T-1004,Taller de Educación Financiera,04/11/2024,camila.inostroza.demo20891@hotmail.com,Camila Inostroza
T-1020,Taller de Educación Financiera,23/04/2026,fredy.venegas.demo4497@outlook.com,Fredy Venegas
T-1041,Taller Ahorro y Subsidio Habitacional,16/05/2024,vanessa.castro.demo32538@hotmail.com,Vanessa Castro
T-1050,Webinar: Cómo Postular al Subsidio Habitacional,30/04/2025,juan.alvarez.demo20854@hotmail.com,Juan Álvarez
T-1029,Taller Ahorro y Subsidio Habitacional,25/02/2026,ernesto.acevedo.demo20718@outlook.com,Ernesto Acevedo
T-1006,Webinar: Cómo Postular al Subsidio Habitacional,22/07/2023,pablo.soto.demo22289@yahoo.com,Pablo Soto
T-1012,Webinar: Cómo Postular al Subsidio Habitacional,14/10/2023,yoselin.martinez.demo18094@gmail.com,Yoselin Martínez
T-1007,Taller Subsidio Sectores Medios DS.01,04/04/2026,pamela.fuentes.demo39152@outlook.com,Pamela Fuentes
T-1012,Taller Subsidio Sectores Medios DS.01,25/02/2024,trinidad.gonzalez.demo46289@gmail.com,Trinidad González
T-1042,Charla: Déficit Habitacional en Chile,29/11/2023,veronica.suarez.demo4075@outlook.com,Verónica Suárez
T-1059,Charla: Déficit Habitacional en Chile,12/09/2024,marisel.mendez.demo19803@gmail.com,Marisel Méndez
T-1052,Webinar: Cómo Postular al Subsidio Habitacional,17/02/2024,mauricio.munoz.demo9256@yahoo.com,Mauricio Muñoz
T-1028,Taller de Educación Financiera,15/02/2024,john.pacheco.demo20509@yahoo.com,John Pacheco
T-1042,Taller Ahorro y Subsidio Habitacional,21/07/2024,ricardo.gonzalez.demo21755@outlook.com,Ricardo González
T-1014,Charla: Déficit Habitacional en Chile,21/12/2023,cristian.gallardo.demo10455@hotmail.com,Cristian Gallardo
T-1042,Taller Ahorro y Subsidio Habitacional,15/02/2025,patricio.pardo.demo31184@outlook.com,Patricio Pardo
T-1017,Taller Subsidio Sectores Medios DS.01,22/01/2024,ruben.zuniga.demo30239@gmail.com,Rubén Zúñiga
T-1042,Taller Subsidio Sectores Medios DS.01,23/01/2026,eleodoro.fuentes.demo27701@gmail.com,Eleodoro Fuentes
T-1014,Taller de Postulación DS19 - Mayo 2026,13/06/2023,marcela.zepeda.demo21764@yahoo.com,Marcela Zepeda
T-1014,Charla: Déficit Habitacional en Chile,10/03/2023,sebastian.miranda.demo33412@yahoo.com,Sebastián Miranda
T-1057,Jornada Comités de Vivienda - Región Metropolitana,21/03/2026,jaime.lopez.demo18090@gmail.com,Jaime López
T-1045,Taller de Postulación DS19 - Mayo 2026,27/01/2023,juan.pinto.demo40701@hotmail.com,Juan Pinto
T-1035,Taller Subsidio Sectores Medios DS.01,12/07/2025,pamela.sanchez.demo25759@hotmail.com,Pamela Sánchez
T-1034,Webinar: Cómo Postular al Subsidio Habitacional,30/12/2024,cristopher.urzua.demo26056@hotmail.com,Cristopher Urzúa
T-1000,Taller de Educación Financiera,05/09/2023,luis.vasquez.demo14952@yahoo.com,Luis Vásquez
T-1048,Asamblea Informativa DS49,04/05/2024,iris.salgado.demo44553@gmail.com,Iris Salgado
T-1020,Jornada Comités de Vivienda - Región Metropolitana,11/10/2024,francisco.carrasco.demo32065@hotmail.com,Francisco Carrasco
T-1048,Taller de Educación Financiera,15/03/2026,jaime.aguirre.demo2614@yahoo.com,Jaime Aguirre
T-1020,Taller de Postulación DS19 - Mayo 2026,10/08/2025,daniela.silva.demo8129@hotmail.com,Daniela Silva
T-1031,Taller Ahorro y Subsidio Habitacional,20/04/2025,joaquin.munoz.demo3746@gmail.com,Joaquín Muñoz
T-1026,Webinar: Cómo Postular al Subsidio Habitacional,27/11/2023,aldo.lopez.demo7355@gmail.com,Aldo López
T-1053,Taller Ahorro y Subsidio Habitacional,02/05/2025,camilo.leiva.demo20863@hotmail.com,Camilo Leiva
T-1017,Taller de Educación Financiera,07/03/2025,edith.carvajal.demo32346@gmail.com,Edith Carvajal
T-1014,Webinar: Cómo Postular al Subsidio Habitacional,20/07/2023,julian.venegas.demo13805@yahoo.com,Julián Venegas
T-1000,Asamblea Informativa DS49,27/01/2024,trinidad.pena.demo49211@hotmail.com,Trinidad Peña
T-1008,Taller de Postulación DS19 - Mayo 2026,14/10/2023,jose.castro.demo19351@yahoo.com,José Castro
T-1044,Taller de Educación Financiera,12/07/2025,patricia.perez.demo45092@gmail.com,Patricia Pérez
T-1046,Webinar: Cómo Postular al Subsidio Habitacional,30/03/2023,maria.lizana.demo21117@hotmail.com,María Lizana
T-1019,Webinar: Cómo Postular al Subsidio Habitacional,26/04/2025,herminda.villagran.demo10156@outlook.com,Herminda Villagrán
T-1058,Taller de Educación Financiera,31/01/2025,marcelo.luengo.demo21024@outlook.com,Marcelo Luengo
T-1046,Taller de Postulación DS19 - Mayo 2026,19/02/2026,pamela.cifuentes.demo28603@outlook.com,Pamela Cifuentes
T-1040,Taller Ahorro y Subsidio Habitacional,15/04/2023,patricia.diaz.demo29073@yahoo.com,Patricia Díaz
T-1059,Asamblea Informativa DS49,14/09/2025,alejandro.leyton.demo29954@hotmail.com,Alejandro Leyton
T-1006,Asamblea Informativa DS49,31/10/2023,yasna.chamorro.demo17598@hotmail.com,Yasna Chamorro
T-1056,Taller de Postulación DS19 - Mayo 2026,08/02/2024,eloisa.ibanez.demo27147@hotmail.com,Eloísa Ibáñez
T-1012,Taller de Postulación DS19 - Mayo 2026,23/03/2026,karina.naranjo.demo9576@yahoo.com,Karina Naranjo
T-1003,Taller Ahorro y Subsidio Habitacional,09/02/2026,franco.soto.demo33681@hotmail.com,Franco Soto
T-1057,Charla: Déficit Habitacional en Chile,15/02/2026,angelo.guerrero.demo9493@outlook.com,Angelo Guerrero
T-1034,Webinar: Cómo Postular al Subsidio Habitacional,01/02/2026,maria.melo.demo47420@outlook.com,María Melo
T-1009,Webinar: Cómo Postular al Subsidio Habitacional,17/04/2025,uberlinda.angulo.demo41959@hotmail.com,Uberlinda Angulo
T-1036,Jornada Comités de Vivienda - Región Metropolitana,04/05/2024,esteban.gonzalez.demo26109@yahoo.com,Esteban González
T-1057,Taller de Postulación DS19 - Mayo 2026,07/09/2023,diego.gaete.demo50466@outlook.com,Diego Gaete
T-1005,Jornada Comités de Vivienda - Región Metropolitana,02/09/2025,guillermo.martinez.demo10639@outlook.com,Guillermo Martínez
T-1045,Webinar: Cómo Postular al Subsidio Habitacional,05/05/2024,maria.correa.demo8807@gmail.com,María Correa
T-1056,Jornada Comités de Vivienda - Región Metropolitana,04/01/2026,martin.oyarzo.demo47258@outlook.com,Martín Oyarzo
T-1038,Taller de Educación Financiera,10/03/2024,manuel.luna.demo5215@outlook.com,Manuel Luna
T-1039,Webinar: Cómo Postular al Subsidio Habitacional,12/05/2026,trinidad.munoz.demo17768@yahoo.com,Trinidad Muñoz
T-1053,Taller de Educación Financiera,02/05/2023,gloria.leyton.demo3032@outlook.com,Gloria Leyton
T-1004,Webinar: Cómo Postular al Subsidio Habitacional,01/01/2026,carlos.molina.demo14961@gmail.com,Carlos Molina
T-1009,Taller de Postulación DS19 - Mayo 2026,09/03/2026,laura.villarroel.demo24952@yahoo.com,Laura Villarroel
T-1016,Taller de Postulación DS19 - Mayo 2026,30/03/2025,pascual.morales.demo21445@gmail.com,Pascual Morales
T-1014,Jornada Comités de Vivienda - Región Metropolitana,19/04/2026,javiera.calderon.demo4306@gmail.com,Javiera Calderón
T-1035,Asamblea Informativa DS49,02/02/2023,maria.hidalgo.demo51053@gmail.com,María Hidalgo
T-1058,Asamblea Informativa DS49,18/01/2026,juan.valdivia.demo6319@outlook.com,Juan Valdivia
T-1040,Taller de Educación Financiera,01/03/2023,rodrigo.cartes.demo28405@gmail.com,Rodrigo Cartes
T-1004,Charla: Déficit Habitacional en Chile,01/01/2025,rodolfo.rojas.demo22345@hotmail.com,Rodolfo Rojas
T-1045,Taller de Postulación DS19 - Mayo 2026,17/03/2025,paula.calderon.demo6632@outlook.com,Paula Calderón
T-1055,Jornada Comités de Vivienda - Región Metropolitana,22/09/2023,linda.barrios.demo12765@outlook.com,Linda Barrios
T-1059,Jornada Comités de Vivienda - Región Metropolitana,08/03/2024,juan.fernandez.demo24680@yahoo.com,Juan Fernández
T-1050,Taller de Educación Financiera,29/04/2023,leandro.sepulveda.demo27710@yahoo.com,Leandro Sepúlveda
T-1011,Taller de Educación Financiera,31/12/2023,oliver.zamora.demo31571@hotmail.com,Oliver Zamora
T-1059,Taller de Educación Financiera,04/03/2023,manuel.rojas.demo29432@hotmail.com,Manuel Rojas
T-1028,Taller de Educación Financiera,23/11/2023,juana.nunez.demo48959@hotmail.com,Juana Núñez
T-1046,Webinar: Cómo Postular al Subsidio Habitacional,23/05/2023,pedro.fredes.demo48610@outlook.com,Pedro Fredes
T-1020,Taller Subsidio Sectores Medios DS.01,02/11/2023,carmen.hernandez.demo51548@outlook.com,Carmen Hernández
T-1049,Jornada Comités de Vivienda - Región Metropolitana,27/07/2024,marta.valenzuela.demo41037@yahoo.com,Marta Valenzuela
T-1023,Asamblea Informativa DS49,22/11/2023,oscar.vega.demo49652@outlook.com,Oscar Vega
T-1032,Taller Ahorro y Subsidio Habitacional,09/06/2025,macarena.fernandez.demo9598@yahoo.com,Macarena Fernández
T-1041,Charla: Déficit Habitacional en Chile,07/08/2023,yessica.morales.demo25423@yahoo.com,Yessica Morales
T-1010,Webinar: Cómo Postular al Subsidio Habitacional,04/09/2023,carlos.molina.demo6214@hotmail.com,Carlos Molina
T-1030,Taller de Postulación DS19 - Mayo 2026,17/04/2024,mia.rojas.demo28882@hotmail.com,Mia Rojas
T-1017,Taller Ahorro y Subsidio Habitacional,19/10/2023,julio.arias.demo15087@hotmail.com,Julio Arias
T-1026,Charla: Déficit Habitacional en Chile,02/07/2025,joaquin.uribe.demo11418@yahoo.com,Joaquín Uribe
T-1040,Charla: Déficit Habitacional en Chile,18/05/2025,francisco.torres.demo32464@hotmail.com,Francisco Torres
T-1018,Webinar: Cómo Postular al Subsidio Habitacional,23/12/2023,esteban.vega.demo27937@hotmail.com,Esteban Vega
T-1026,Webinar: Cómo Postular al Subsidio Habitacional,20/04/2025,danitza.valdebenito.demo26999@hotmail.com,Danitza Valdebenito
T-1038,Taller Ahorro y Subsidio Habitacional,17/04/2024,veronica.castro.demo23577@gmail.com,Verónica Castro
T-1014,Webinar: Cómo Postular al Subsidio Habitacional,25/05/2024,yeison.suazo.demo9810@outlook.com,Yeison Suazo
T-1019,Taller Ahorro y Subsidio Habitacional,17/12/2025,priscilla.norambuena.demo22655@yahoo.com,Priscilla Norambuena
T-1010,Taller Ahorro y Subsidio Habitacional,09/08/2023,maria.contreras.demo16381@outlook.com,María Contreras
T-1002,Taller Ahorro y Subsidio Habitacional,25/04/2025,daniel.molina.demo36499@yahoo.com,Daniel Molina
T-1052,Jornada Comités de Vivienda - Región Metropolitana,02/04/2024,juan.diaz.demo16067@yahoo.com,Juan Díaz
T-1010,Taller Ahorro y Subsidio Habitacional,10/10/2025,thomas.bravo.demo9058@outlook.com,Thomas Bravo
T-1002,Webinar: Cómo Postular al Subsidio Habitacional,22/01/2025,raul.espinoza.demo27699@outlook.com,Raúl Espinoza
T-1018,Taller Ahorro y Subsidio Habitacional,18/03/2023,diego.alvarez.demo36622@hotmail.com,Diego Álvarez
T-1022,Taller Subsidio Sectores Medios DS.01,14/12/2025,julia.lobos.demo32996@gmail.com,Julia Lobos
T-1028,Webinar: Cómo Postular al Subsidio Habitacional,08/03/2024,matias.rivera.demo40791@yahoo.com,Matías Rivera
T-1023,Taller de Educación Financiera,19/11/2023,maria.ortiz.demo41751@yahoo.com,María Ortiz
T-1028,Taller Subsidio Sectores Medios DS.01,05/07/2024,julio.soto.demo4800@outlook.com,Julio Soto
T-1023,Taller Subsidio Sectores Medios DS.01,28/01/2025,mauricio.contreras.demo32990@hotmail.com,Mauricio Contreras
T-1046,Taller Subsidio Sectores Medios DS.01,07/02/2023,evelyn.martinez.demo47597@outlook.com,Evelyn Martínez
T-1013,Jornada Comités de Vivienda - Región Metropolitana,20/07/2024,camila.roman.demo16850@outlook.com,Camila Román
T-1011,Taller de Educación Financiera,14/11/2024,alan.torres.demo34131@yahoo.com,Alan Torres
T-1036,Asamblea Informativa DS49,04/05/2024,jose.gutierrez.demo51637@gmail.com,José Gutiérrez
T-1054,Jornada Comités de Vivienda - Región Metropolitana,14/06/2024,patricia.diaz.demo36516@yahoo.com,Patricia Díaz
T-1053,Taller de Postulación DS19 - Mayo 2026,25/12/2024,danilo.bravo.demo49539@outlook.com,Danilo Bravo
T-1049,Webinar: Cómo Postular al Subsidio Habitacional,31/03/2024,mario.pavez.demo27899@hotmail.com,Mario Pavez
T-1027,Charla: Déficit Habitacional en Chile,09/11/2025,nancy.diaz.demo36490@gmail.com,Nancy Díaz
T-1038,Taller de Educación Financiera,19/02/2025,perla.sepulveda.demo23210@yahoo.com,Perla Sepúlveda
T-1034,Charla: Déficit Habitacional en Chile,27/04/2024,erwin.saldana.demo8358@outlook.com,Erwin Saldaña
T-1056,Asamblea Informativa DS49,15/12/2023,jose.martinez.demo8250@outlook.com,José Martínez
T-1057,Taller de Educación Financiera,11/11/2025,teresa.gonzalez.demo35898@gmail.com,Teresa González
T-1000,Taller de Postulación DS19 - Mayo 2026,25/03/2025,maria.cartes.demo45947@yahoo.com,María Cartes
T-1024,Webinar: Cómo Postular al Subsidio Habitacional,29/01/2025,mariano.flores.demo9621@yahoo.com,Mariano Flores
T-1050,Taller de Educación Financiera,14/07/2024,fernando.valdebenito.demo8988@hotmail.com,Fernando Valdebenito
T-1023,Webinar: Cómo Postular al Subsidio Habitacional,29/12/2023,rodrigo.medina.demo40187@outlook.com,Rodrigo Medina
T-1057,Taller Subsidio Sectores Medios DS.01,24/10/2024,elizabeth.moreno.demo7897@outlook.com,Elizabeth Moreno
T-1000,Taller de Educación Financiera,26/10/2025,maura.vidal.demo31419@outlook.com,Maura Vidal
T-1016,Taller Subsidio Sectores Medios DS.01,14/03/2025,paulina.pena.demo5856@yahoo.com,Paulina Peña
T-1025,Taller Ahorro y Subsidio Habitacional,28/10/2024,alfonso.molina.demo5623@hotmail.com,Alfonso Molina
T-1033,Taller de Educación Financiera,04/11/2024,olga.pino.demo23919@hotmail.com,Olga Pino
T-1010,Taller de Postulación DS19 - Mayo 2026,27/10/2023,maria.gonzalez.demo38956@yahoo.com,María González
T-1021,Taller de Educación Financiera,08/11/2023,hector.castro.demo32404@yahoo.com,Héctor Castro
T-1042,Jornada Comités de Vivienda - Región Metropolitana,31/01/2026,macarena.riveros.demo19191@yahoo.com,Macarena Riveros
T-1030,Taller de Postulación DS19 - Mayo 2026,15/09/2024,oscar.pena.demo26781@gmail.com,Oscar Peña
T-1031,Taller Ahorro y Subsidio Habitacional,20/09/2025,roxana.vega.demo50682@gmail.com,Roxana Vega
T-1043,Taller Subsidio Sectores Medios DS.01,07/03/2023,juan.parra.demo30089@gmail.com,Juan Parra
T-1009,Taller Subsidio Sectores Medios DS.01,08/10/2025,felipe.rivera.demo47029@outlook.com,Felipe Rivera
T-1051,Charla: Déficit Habitacional en Chile,01/07/2023,luciano.gonzalez.demo15959@outlook.com,Luciano González
T-1044,Webinar: Cómo Postular al Subsidio Habitacional,12/04/2024,katherinne.valenzuela.demo29512@outlook.com,Katherinne Valenzuela
T-1014,Jornada Comités de Vivienda - Región Metropolitana,13/12/2024,tamara.contreras.demo48666@outlook.com,Tamara Contreras
T-1053,Taller Subsidio Sectores Medios DS.01,29/09/2024,lucas.sepulveda.demo5429@hotmail.com,Lucas Sepúlveda
T-1044,Jornada Comités de Vivienda - Región Metropolitana,09/08/2024,constanza.jara.demo31130@yahoo.com,Constanza Jara
T-1019,Webinar: Cómo Postular al Subsidio Habitacional,25/01/2025,leandro.sepulveda.demo20468@gmail.com,Leandro Sepúlveda
T-1014,Asamblea Informativa DS49,11/04/2024,eladio.gonzalez.demo20414@gmail.com,Eladio González
T-1025,Taller Ahorro y Subsidio Habitacional,28/02/2026,tomas.contreras.demo1005@outlook.com,Tomás Contreras
T-1027,Asamblea Informativa DS49,23/07/2025,sandro.marquez.demo39411@gmail.com,Sandro Márquez
T-1020,Webinar: Cómo Postular al Subsidio Habitacional,22/03/2026,danilo.aguilera.demo39401@outlook.com,Danilo Aguilera
T-1041,Taller Ahorro y Subsidio Habitacional,05/04/2025,jose.torres.demo48858@outlook.com,José Torres
T-1054,Webinar: Cómo Postular al Subsidio Habitacional,27/06/2023,patricio.berrios.demo31747@gmail.com,Patricio Berríos
T-1051,Taller de Educación Financiera,09/04/2023,erick.silva.demo521@outlook.com,Erick Silva
T-1053,Taller Subsidio Sectores Medios DS.01,17/07/2024,kevin.ruiz.demo27069@outlook.com,Kevin Ruiz
T-1013,Taller Subsidio Sectores Medios DS.01,06/01/2023,eva.cortes.demo37355@gmail.com,Eva Cortés
T-1008,Taller de Educación Financiera,27/02/2026,julia.gonzalez.demo23054@yahoo.com,Julia González
T-1001,Charla: Déficit Habitacional en Chile,28/02/2025,maria.guerrero.demo13392@gmail.com,María Guerrero
T-1027,Jornada Comités de Vivienda - Región Metropolitana,25/05/2023,jordan.sanhueza.demo33856@hotmail.com,Jordán Sanhueza
T-1036,Jornada Comités de Vivienda - Región Metropolitana,12/07/2023,uberlinda.acevedo.demo45157@outlook.com,Uberlinda Acevedo
T-1022,Asamblea Informativa DS49,01/05/2025,alejandra.torres.demo51480@outlook.com,Alejandra Torres
T-1020,Taller de Educación Financiera,25/03/2023,leonardo.oyarzun.demo17879@yahoo.com,Leonardo Oyarzún
T-1030,Jornada Comités de Vivienda - Región Metropolitana,03/08/2024,paula.molina.demo1240@outlook.com,Paula Molina
T-1040,Taller de Educación Financiera,09/11/2024,macarena.guzman.demo43186@outlook.com,Macarena Guzmán
T-1014,Asamblea Informativa DS49,03/10/2023,jesus.carrasco.demo44231@outlook.com,Jesús Carrasco
T-1057,Asamblea Informativa DS49,01/07/2024,elena.ibanez.demo26127@hotmail.com,Elena Ibáñez
T-1059,Webinar: Cómo Postular al Subsidio Habitacional,12/12/2024,cornelio.leiva.demo24372@hotmail.com,Cornelio Leiva
T-1035,Taller de Postulación DS19 - Mayo 2026,11/05/2024,andres.silva.demo1706@outlook.com,Andrés Silva
T-1005,Asamblea Informativa DS49,25/02/2026,marta.soto.demo3612@gmail.com,Marta Soto
T-1001,Taller Ahorro y Subsidio Habitacional,29/05/2026,gabriela.vallejos.demo30343@outlook.com,Gabriela Vallejos
T-1055,Taller de Postulación DS19 - Mayo 2026,17/11/2025,gaspar.rivera.demo50888@outlook.com,Gaspar Rivera
T-1008,Jornada Comités de Vivienda - Región Metropolitana,28/01/2024,gaspar.vasquez.demo37400@hotmail.com,Gaspar Vásquez
T-1044,Taller de Postulación DS19 - Mayo 2026,17/04/2026,marta.gomez.demo83@gmail.com,Marta Gómez
T-1014,Taller de Postulación DS19 - Mayo 2026,13/06/2023,franz.galdames.demo41383@outlook.com,Franz Galdames
T-1041,Asamblea Informativa DS49,23/04/2023,martina.rivera.demo14524@outlook.com,Martina Rivera
T-1009,Taller Ahorro y Subsidio Habitacional,16/03/2024,alexandra.miranda.demo18080@gmail.com,Alexandra Miranda
T-1052,Taller de Postulación DS19 - Mayo 2026,23/02/2024,juana.seguel.demo4872@yahoo.com,Juana Seguel
T-1014,Asamblea Informativa DS49,12/11/2024,erasmo.villanueva.demo51840@outlook.com,Erasmo Villanueva
T-1010,Taller Subsidio Sectores Medios DS.01,20/02/2024,ernesto.montenegro.demo50396@gmail.com,Ernesto Montenegro
T-1026,Taller Ahorro y Subsidio Habitacional,30/09/2025,fiorella.munoz.demo30454@hotmail.com,Fiorella Muñoz
T-1055,Taller Subsidio Sectores Medios DS.01,16/04/2023,juan.quijada.demo33955@yahoo.com,Juan Quijada
T-1018,Charla: Déficit Habitacional en Chile,30/05/2023,jose.medel.demo10601@gmail.com,José Medel
T-1016,Taller Ahorro y Subsidio Habitacional,06/10/2023,carlos.saldana.demo34770@hotmail.com,Carlos Saldaña
T-1000,Webinar: Cómo Postular al Subsidio Habitacional,13/06/2024,jorge.vilches.demo51492@yahoo.com,Jorge Vilches
T-1054,Taller Ahorro y Subsidio Habitacional,23/12/2024,erasmo.andrade.demo39878@outlook.com,Erasmo Andrade
T-1040,Taller Subsidio Sectores Medios DS.01,29/07/2024,patricio.villarroel.demo24805@gmail.com,Patricio Villarroel
T-1027,Taller Subsidio Sectores Medios DS.01,06/09/2024,alvaro.oyarce.demo29229@hotmail.com,Álvaro Oyarce
T-1016,Asamblea Informativa DS49,27/04/2025,francisco.munoz.demo35404@outlook.com,Francisco Muñoz
T-1049,Jornada Comités de Vivienda - Región Metropolitana,17/07/2024,josefa.cortez.demo16217@gmail.com,Josefa Cortez
T-1052,Taller de Educación Financiera,11/11/2024,hernan.villalobos.demo120@outlook.com,Hernán Villalobos
T-1041,Taller Ahorro y Subsidio Habitacional,26/10/2023,graciela.lobos.demo49129@outlook.com,Graciela Lobos
T-1027,Taller Ahorro y Subsidio Habitacional,04/06/2023,danilo.aguayo.demo50435@hotmail.com,Danilo Aguayo
T-1035,Jornada Comités de Vivienda - Región Metropolitana,28/03/2023,irene.mora.demo2136@yahoo.com,Irene Mora
T-1036,Jornada Comités de Vivienda - Región Metropolitana,31/07/2024,daniel.navarrete.demo12037@outlook.com,Daniel Navarrete
T-1023,Jornada Comités de Vivienda - Región Metropolitana,04/05/2026,mireya.guerra.demo39549@hotmail.com,Mireya Guerra
T-1030,Taller Ahorro y Subsidio Habitacional,12/05/2023,simon.roman.demo14139@gmail.com,Simón Román
T-1018,Asamblea Informativa DS49,28/07/2025,rene.ramos.demo43610@yahoo.com,René Ramos
T-1032,Taller Subsidio Sectores Medios DS.01,04/05/2026,clara.gonzalez.demo11647@hotmail.com,Clara González
T-1044,Taller Subsidio Sectores Medios DS.01,11/05/2025,alexandra.vilches.demo40919@outlook.com,Alexandra Vilches
T-1037,Jornada Comités de Vivienda - Región Metropolitana,07/10/2024,nancy.duarte.demo5552@outlook.com,Nancy Duarte
T-1021,Charla: Déficit Habitacional en Chile,31/05/2025,olga.toledo.demo25461@yahoo.com,Olga Toledo
T-1017,Webinar: Cómo Postular al Subsidio Habitacional,17/03/2025,emanuel.alarcon.demo37976@outlook.com,Emanuel Alarcón
T-1058,Asamblea Informativa DS49,08/04/2025,matias.quijada.demo29597@hotmail.com,Matías Quijada
T-1048,Taller Subsidio Sectores Medios DS.01,12/10/2023,rolando.cordova.demo49482@yahoo.com,Rolando Córdova
T-1048,Taller Ahorro y Subsidio Habitacional,07/10/2024,viviana.parra.demo7584@outlook.com,Viviana Parra
T-1000,Jornada Comités de Vivienda - Región Metropolitana,21/06/2023,matias.robles.demo30580@yahoo.com,Matías Robles
T-1013,Taller Ahorro y Subsidio Habitacional,05/04/2024,hector.cofre.demo33025@yahoo.com,Héctor Cofré
T-1020,Taller de Educación Financiera,23/08/2025,fabiola.munoz.demo13830@yahoo.com,Fabiola Muñoz
T-1007,Taller Ahorro y Subsidio Habitacional,08/04/2024,camila.pizarro.demo36736@gmail.com,Camila Pizarro
T-1054,Charla: Déficit Habitacional en Chile,15/11/2025,elizabeth.vejar.demo33303@gmail.com,Elizabeth Vejar
T-1003,Taller de Postulación DS19 - Mayo 2026,13/07/2025,francisco.rivera.demo33608@gmail.com,Francisco Rivera
T-1001,Taller Ahorro y Subsidio Habitacional,04/04/2024,roxana.olave.demo30186@gmail.com,Roxana Olave
T-1018,Asamblea Informativa DS49,07/12/2023,carlos.carrasco.demo3244@outlook.com,Carlos Carrasco
T-1017,Taller de Educación Financiera,18/10/2023,maria.vergara.demo2929@gmail.com,María Vergara
T-1059,Taller Subsidio Sectores Medios DS.01,11/02/2026,samuel.herrera.demo51449@gmail.com,Samuel Herrera
T-1044,Taller de Educación Financiera,28/09/2023,antonio.pineda.demo7128@gmail.com,Antonio Pineda
T-1049,Taller Ahorro y Subsidio Habitacional,11/11/2024,jaime.arancibia.demo19340@hotmail.com,Jaime Arancibia
T-1057,Taller de Educación Financiera,29/11/2025,isabel.aburto.demo17995@yahoo.com,Isabel Aburto
T-1027,Taller Ahorro y Subsidio Habitacional,03/08/2024,alberto.bustamante.demo51682@gmail.com,Alberto Bustamante
T-1044,Webinar: Cómo Postular al Subsidio Habitacional,20/04/2025,camila.riquelme.demo9912@hotmail.com,Camila Riquelme
T-1034,Charla: Déficit Habitacional en Chile,17/06/2023,rodrigo.guerra.demo17200@outlook.com,Rodrigo Guerra
T-1047,Taller Subsidio Sectores Medios DS.01,23/04/2025,katherine.avila.demo27118@gmail.com,Katherine Ávila
T-1046,Asamblea Informativa DS49,26/02/2025,franco.nunez.demo19081@hotmail.com,Franco Núñez
T-1043,Charla: Déficit Habitacional en Chile,08/09/2025,roger.brito.demo35808@yahoo.com,Roger Brito
T-1045,Webinar: Cómo Postular al Subsidio Habitacional,26/05/2026,felipe.olave.demo36245@gmail.com,Felipe Olave
T-1001,Charla: Déficit Habitacional en Chile,03/10/2025,juan.vasquez.demo6662@gmail.com,Juan Vásquez
